constructorStandingsId:ID(constructor_standings-ID),raceId,constructorId,points,position,wins,date,:LABEL
2996,291,0,35.0,4,1,1977-08-14 00:00:00,constructor_standings
2997,291,65,1.0,12,0,1977-08-14 00:00:00,constructor_standings
2998,291,54,8.0,9,0,1977-08-14 00:00:00,constructor_standings
2999,291,67,0.0,18,0,1977-08-14 00:00:00,constructor_standings
3000,291,66,0.0,15,0,1977-08-14 00:00:00,constructor_standings
3001,291,64,0.0,16,0,1977-08-14 00:00:00,constructor_standings
3002,291,3,0.0,17,0,1977-08-14 00:00:00,constructor_standings
3003,291,62,0.0,13,0,1977-08-14 00:00:00,constructor_standings
3004,291,26,10.0,8,1,1977-08-14 00:00:00,constructor_standings
3005,292,67,0.0,18,0,1977-08-28 00:00:00,constructor_standings
3006,292,64,0.0,16,0,1977-08-28 00:00:00,constructor_standings
3007,292,3,0.0,17,0,1977-08-28 00:00:00,constructor_standings
3008,292,62,0.0,13,0,1977-08-28 00:00:00,constructor_standings
3009,292,66,0.0,15,0,1977-08-28 00:00:00,constructor_standings
3010,292,0,35.0,4,1,1977-08-28 00:00:00,constructor_standings
3011,292,26,16.0,6,1,1977-08-28 00:00:00,constructor_standings
3012,292,24,16.0,7,0,1977-08-28 00:00:00,constructor_standings
3013,292,57,42.0,3,2,1977-08-28 00:00:00,constructor_standings
3014,292,33,27.0,5,0,1977-08-28 00:00:00,constructor_standings
3015,292,5,80.0,1,4,1977-08-28 00:00:00,constructor_standings
3016,292,54,11.0,9,0,1977-08-28 00:00:00,constructor_standings
3017,292,31,47.0,2,4,1977-08-28 00:00:00,constructor_standings
3018,292,55,4.0,11,0,1977-08-28 00:00:00,constructor_standings
3019,292,36,0.0,14,0,1977-08-28 00:00:00,constructor_standings
3020,292,56,13.0,8,1,1977-08-28 00:00:00,constructor_standings
3021,292,65,1.0,12,0,1977-08-28 00:00:00,constructor_standings
3022,292,61,5.0,10,0,1977-08-28 00:00:00,constructor_standings
3023,293,57,42.0,3,2,1977-09-11 00:00:00,constructor_standings
3024,293,68,0.0,18,0,1977-09-11 00:00:00,constructor_standings
3025,293,56,17.0,6,1,1977-09-11 00:00:00,constructor_standings
3026,293,69,0.0,19,0,1977-09-11 00:00:00,constructor_standings
3027,293,36,0.0,13,0,1977-09-11 00:00:00,constructor_standings
3028,293,61,5.0,11,0,1977-09-11 00:00:00,constructor_standings
3029,293,55,6.0,10,0,1977-09-11 00:00:00,constructor_standings
3030,293,54,11.0,9,0,1977-09-11 00:00:00,constructor_standings
3031,293,5,86.0,1,4,1977-09-11 00:00:00,constructor_standings
3032,293,33,27.0,5,0,1977-09-11 00:00:00,constructor_standings
3033,293,31,56.0,2,5,1977-09-11 00:00:00,constructor_standings
3034,293,26,16.0,8,1,1977-09-11 00:00:00,constructor_standings
3035,293,24,17.0,7,0,1977-09-11 00:00:00,constructor_standings
3036,293,67,0.0,20,0,1977-09-11 00:00:00,constructor_standings
3037,293,3,0.0,17,0,1977-09-11 00:00:00,constructor_standings
3038,293,64,0.0,16,0,1977-09-11 00:00:00,constructor_standings
3039,293,66,0.0,15,0,1977-09-11 00:00:00,constructor_standings
3040,293,65,1.0,12,0,1977-09-11 00:00:00,constructor_standings
3041,293,0,38.0,4,1,1977-09-11 00:00:00,constructor_standings
3042,293,62,0.0,14,0,1977-09-11 00:00:00,constructor_standings
3043,294,56,17.0,6,1,1977-10-02 00:00:00,constructor_standings
3044,294,5,89.0,1,4,1977-10-02 00:00:00,constructor_standings
3045,294,36,0.0,14,0,1977-10-02 00:00:00,constructor_standings
3046,294,61,5.0,11,0,1977-10-02 00:00:00,constructor_standings
3047,294,55,8.0,10,0,1977-10-02 00:00:00,constructor_standings
3048,294,31,62.0,2,5,1977-10-02 00:00:00,constructor_standings
3049,294,54,11.0,9,0,1977-10-02 00:00:00,constructor_standings
3050,294,57,46.0,4,2,1977-10-02 00:00:00,constructor_standings
3051,294,65,1.0,12,0,1977-10-02 00:00:00,constructor_standings
3052,294,26,16.0,8,1,1977-10-02 00:00:00,constructor_standings
3053,294,0,47.0,3,2,1977-10-02 00:00:00,constructor_standings
3054,294,66,0.0,15,0,1977-10-02 00:00:00,constructor_standings
3055,294,62,0.0,13,0,1977-10-02 00:00:00,constructor_standings
3056,294,3,0.0,17,0,1977-10-02 00:00:00,constructor_standings
3057,294,64,0.0,16,0,1977-10-02 00:00:00,constructor_standings
3058,294,68,0.0,18,0,1977-10-02 00:00:00,constructor_standings
3059,294,69,0.0,19,0,1977-10-02 00:00:00,constructor_standings
3060,294,24,17.0,7,0,1977-10-02 00:00:00,constructor_standings
3061,294,67,0.0,20,0,1977-10-02 00:00:00,constructor_standings
3062,294,33,27.0,5,0,1977-10-02 00:00:00,constructor_standings
3063,295,5,89.0,1,4,1977-10-09 00:00:00,constructor_standings
3064,295,61,6.0,11,0,1977-10-09 00:00:00,constructor_standings
3065,295,55,10.0,10,0,1977-10-09 00:00:00,constructor_standings
3066,295,31,62.0,2,5,1977-10-09 00:00:00,constructor_standings
3067,295,54,11.0,9,0,1977-10-09 00:00:00,constructor_standings
3068,295,33,27.0,5,0,1977-10-09 00:00:00,constructor_standings
3069,295,57,55.0,3,3,1977-10-09 00:00:00,constructor_standings
3070,295,24,23.0,6,0,1977-10-09 00:00:00,constructor_standings
3071,295,26,16.0,8,1,1977-10-09 00:00:00,constructor_standings
3072,295,0,51.0,4,2,1977-10-09 00:00:00,constructor_standings
3073,295,65,1.0,12,0,1977-10-09 00:00:00,constructor_standings
3074,295,66,0.0,15,0,1977-10-09 00:00:00,constructor_standings
3075,295,62,0.0,14,0,1977-10-09 00:00:00,constructor_standings
3076,295,36,0.0,13,0,1977-10-09 00:00:00,constructor_standings
3077,295,3,0.0,17,0,1977-10-09 00:00:00,constructor_standings
3078,295,67,0.0,20,0,1977-10-09 00:00:00,constructor_standings
3079,295,68,0.0,18,0,1977-10-09 00:00:00,constructor_standings
3080,295,69,0.0,19,0,1977-10-09 00:00:00,constructor_standings
3081,295,64,0.0,16,0,1977-10-09 00:00:00,constructor_standings
3082,295,56,20.0,7,1,1977-10-09 00:00:00,constructor_standings
3083,296,69,0.0,20,0,1977-10-23 00:00:00,constructor_standings
3084,296,67,0.0,21,0,1977-10-23 00:00:00,constructor_standings
3085,296,64,0.0,17,0,1977-10-23 00:00:00,constructor_standings
3086,296,3,0.0,18,0,1977-10-23 00:00:00,constructor_standings
3087,296,62,0.0,14,0,1977-10-23 00:00:00,constructor_standings
3088,296,70,0.0,15,0,1977-10-23 00:00:00,constructor_standings
3089,296,66,0.0,16,0,1977-10-23 00:00:00,constructor_standings
3090,296,65,1.0,12,0,1977-10-23 00:00:00,constructor_standings
3091,296,0,60.0,3,3,1977-10-23 00:00:00,constructor_standings
3092,296,26,18.0,8,1,1977-10-23 00:00:00,constructor_standings
3093,296,68,0.0,19,0,1977-10-23 00:00:00,constructor_standings
3094,296,57,55.0,4,3,1977-10-23 00:00:00,constructor_standings
3095,296,56,23.0,7,1,1977-10-23 00:00:00,constructor_standings
3096,296,24,27.0,6,0,1977-10-23 00:00:00,constructor_standings
3097,296,61,6.0,11,0,1977-10-23 00:00:00,constructor_standings
3098,296,55,10.0,10,0,1977-10-23 00:00:00,constructor_standings
3099,296,36,0.0,13,0,1977-10-23 00:00:00,constructor_standings
3100,296,54,11.0,9,0,1977-10-23 00:00:00,constructor_standings
3101,296,5,95.0,1,4,1977-10-23 00:00:00,constructor_standings
3102,296,33,27.0,5,0,1977-10-23 00:00:00,constructor_standings
3103,296,31,62.0,2,5,1977-10-23 00:00:00,constructor_standings
3104,297,2,0.0,12,0,1978-01-15 00:00:00,constructor_standings
3105,297,61,0.0,11,0,1978-01-15 00:00:00,constructor_standings
3106,297,26,0.0,10,0,1978-01-15 00:00:00,constructor_standings
3107,297,56,0.0,9,0,1978-01-15 00:00:00,constructor_standings
3108,297,52,0.0,8,0,1978-01-15 00:00:00,constructor_standings
3109,297,57,0.0,7,0,1978-01-15 00:00:00,constructor_standings
3110,297,5,0.0,5,0,1978-01-15 00:00:00,constructor_standings
3111,297,54,0.0,6,0,1978-01-15 00:00:00,constructor_standings
3112,297,24,4.0,3,0,1978-01-15 00:00:00,constructor_standings
3113,297,33,6.0,2,0,1978-01-15 00:00:00,constructor_standings
3114,297,31,9.0,1,1,1978-01-15 00:00:00,constructor_standings
3115,297,55,0.0,13,0,1978-01-15 00:00:00,constructor_standings
3116,297,58,0.0,14,0,1978-01-15 00:00:00,constructor_standings
3117,297,53,0.0,15,0,1978-01-15 00:00:00,constructor_standings
3118,297,62,0.0,16,0,1978-01-15 00:00:00,constructor_standings
3119,297,0,3.0,4,0,1978-01-15 00:00:00,constructor_standings
3120,298,54,6.0,4,0,1978-01-29 00:00:00,constructor_standings
3121,298,2,0.0,12,0,1978-01-29 00:00:00,constructor_standings
3122,298,61,0.0,13,0,1978-01-29 00:00:00,constructor_standings
3123,298,26,0.0,9,0,1978-01-29 00:00:00,constructor_standings
3124,298,56,2.0,7,0,1978-01-29 00:00:00,constructor_standings
3125,298,52,0.0,8,0,1978-01-29 00:00:00,constructor_standings
3126,298,57,0.0,10,0,1978-01-29 00:00:00,constructor_standings
3127,298,5,9.0,3,1,1978-01-29 00:00:00,constructor_standings
3128,298,53,0.0,16,0,1978-01-29 00:00:00,constructor_standings
3129,298,24,5.0,5,0,1978-01-29 00:00:00,constructor_standings
3130,298,62,0.0,17,0,1978-01-29 00:00:00,constructor_standings
3131,298,58,0.0,15,0,1978-01-29 00:00:00,constructor_standings
3132,298,55,0.0,14,0,1978-01-29 00:00:00,constructor_standings
3133,298,0,3.0,6,0,1978-01-29 00:00:00,constructor_standings
3134,298,31,12.0,1,1,1978-01-29 00:00:00,constructor_standings
3135,298,33,10.0,2,0,1978-01-29 00:00:00,constructor_standings
3136,298,20,0.0,11,0,1978-01-29 00:00:00,constructor_standings
3137,299,2,3.0,7,0,1978-03-04 00:00:00,constructor_standings
3138,299,24,11.0,3,0,1978-03-04 00:00:00,constructor_standings
3139,299,26,2.0,8,0,1978-03-04 00:00:00,constructor_standings
3140,299,56,2.0,9,0,1978-03-04 00:00:00,constructor_standings
3141,299,52,0.0,10,0,1978-03-04 00:00:00,constructor_standings
3142,299,57,0.0,12,0,1978-03-04 00:00:00,constructor_standings
3143,299,54,6.0,5,0,1978-03-04 00:00:00,constructor_standings
3144,299,5,9.0,4,1,1978-03-04 00:00:00,constructor_standings
3145,299,0,3.0,6,0,1978-03-04 00:00:00,constructor_standings
3146,299,61,0.0,13,0,1978-03-04 00:00:00,constructor_standings
3147,299,33,14.0,2,0,1978-03-04 00:00:00,constructor_standings
3148,299,20,0.0,11,0,1978-03-04 00:00:00,constructor_standings
3149,299,53,0.0,17,0,1978-03-04 00:00:00,constructor_standings
3150,299,3,0.0,16,0,1978-03-04 00:00:00,constructor_standings
3151,299,58,0.0,15,0,1978-03-04 00:00:00,constructor_standings
3152,299,55,0.0,14,0,1978-03-04 00:00:00,constructor_standings
3153,299,62,0.0,18,0,1978-03-04 00:00:00,constructor_standings
3154,299,63,0.0,19,0,1978-03-04 00:00:00,constructor_standings
3155,299,31,21.0,1,2,1978-03-04 00:00:00,constructor_standings
3156,300,5,18.0,2,2,1978-04-02 00:00:00,constructor_standings
3157,300,54,6.0,5,0,1978-04-02 00:00:00,constructor_standings
3158,300,57,0.0,12,0,1978-04-02 00:00:00,constructor_standings
3159,300,2,3.0,8,0,1978-04-02 00:00:00,constructor_standings
3160,300,56,2.0,9,0,1978-04-02 00:00:00,constructor_standings
3161,300,26,4.0,6,0,1978-04-02 00:00:00,constructor_standings
3162,300,61,0.0,13,0,1978-04-02 00:00:00,constructor_standings
3163,300,52,0.0,11,0,1978-04-02 00:00:00,constructor_standings
3164,300,0,3.0,7,0,1978-04-02 00:00:00,constructor_standings
3165,300,31,27.0,1,2,1978-04-02 00:00:00,constructor_standings
3166,300,33,14.0,4,0,1978-04-02 00:00:00,constructor_standings
3167,300,20,1.0,10,0,1978-04-02 00:00:00,constructor_standings
3168,300,53,0.0,17,0,1978-04-02 00:00:00,constructor_standings
3169,300,3,0.0,14,0,1978-04-02 00:00:00,constructor_standings
3170,300,58,0.0,16,0,1978-04-02 00:00:00,constructor_standings
3171,300,55,0.0,15,0,1978-04-02 00:00:00,constructor_standings
3172,300,62,0.0,18,0,1978-04-02 00:00:00,constructor_standings
3173,300,63,0.0,19,0,1978-04-02 00:00:00,constructor_standings
3174,300,24,15.0,3,0,1978-04-02 00:00:00,constructor_standings
3175,301,3,0.0,13,0,1978-05-07 00:00:00,constructor_standings
3176,301,63,0.0,19,0,1978-05-07 00:00:00,constructor_standings
3177,301,62,0.0,18,0,1978-05-07 00:00:00,constructor_standings
3178,301,55,0.0,15,0,1978-05-07 00:00:00,constructor_standings
3179,301,58,0.0,16,0,1978-05-07 00:00:00,constructor_standings
3180,301,53,0.0,17,0,1978-05-07 00:00:00,constructor_standings
3181,301,33,20.0,3,0,1978-05-07 00:00:00,constructor_standings
3182,301,31,27.0,1,2,1978-05-07 00:00:00,constructor_standings
3183,301,2,3.0,9,0,1978-05-07 00:00:00,constructor_standings
3184,301,26,4.0,7,0,1978-05-07 00:00:00,constructor_standings
3185,301,56,2.0,10,0,1978-05-07 00:00:00,constructor_standings
3186,301,52,0.0,12,0,1978-05-07 00:00:00,constructor_standings
3187,301,57,4.0,6,0,1978-05-07 00:00:00,constructor_standings
3188,301,61,0.0,14,0,1978-05-07 00:00:00,constructor_standings
3189,301,5,18.0,4,2,1978-05-07 00:00:00,constructor_standings
3190,301,0,3.0,8,0,1978-05-07 00:00:00,constructor_standings
3191,301,24,24.0,2,1,1978-05-07 00:00:00,constructor_standings
3192,301,20,2.0,11,0,1978-05-07 00:00:00,constructor_standings
3193,301,54,6.0,5,0,1978-05-07 00:00:00,constructor_standings
3194,302,0,3.0,8,0,1978-05-21 00:00:00,constructor_standings
3195,302,2,3.0,9,0,1978-05-21 00:00:00,constructor_standings
3196,302,26,6.0,6,0,1978-05-21 00:00:00,constructor_standings
3197,302,56,2.0,10,0,1978-05-21 00:00:00,constructor_standings
3198,302,52,0.0,12,0,1978-05-21 00:00:00,constructor_standings
3199,302,57,4.0,7,0,1978-05-21 00:00:00,constructor_standings
3200,302,54,6.0,5,0,1978-05-21 00:00:00,constructor_standings
3201,302,5,22.0,3,2,1978-05-21 00:00:00,constructor_standings
3202,302,24,25.0,2,1,1978-05-21 00:00:00,constructor_standings
3203,302,61,0.0,15,0,1978-05-21 00:00:00,constructor_standings
3204,302,31,36.0,1,3,1978-05-21 00:00:00,constructor_standings
3205,302,63,0.0,13,0,1978-05-21 00:00:00,constructor_standings
3206,302,55,0.0,16,0,1978-05-21 00:00:00,constructor_standings
3207,302,58,0.0,17,0,1978-05-21 00:00:00,constructor_standings
3208,302,62,0.0,19,0,1978-05-21 00:00:00,constructor_standings
3209,302,53,0.0,18,0,1978-05-21 00:00:00,constructor_standings
3210,302,20,2.0,11,0,1978-05-21 00:00:00,constructor_standings
3211,302,3,0.0,14,0,1978-05-21 00:00:00,constructor_standings
3212,302,33,20.0,4,0,1978-05-21 00:00:00,constructor_standings
3213,303,2,3.0,9,0,1978-06-04 00:00:00,constructor_standings
3214,303,0,4.0,8,0,1978-06-04 00:00:00,constructor_standings
3215,303,61,0.0,13,0,1978-06-04 00:00:00,constructor_standings
3216,303,26,10.0,5,0,1978-06-04 00:00:00,constructor_standings
3217,303,56,2.0,10,0,1978-06-04 00:00:00,constructor_standings
3218,303,52,0.0,12,0,1978-06-04 00:00:00,constructor_standings
3219,303,57,7.0,6,0,1978-06-04 00:00:00,constructor_standings
3220,303,54,6.0,7,0,1978-06-04 00:00:00,constructor_standings
3221,303,5,22.0,3,2,1978-06-04 00:00:00,constructor_standings
3222,303,24,25.0,2,1,1978-06-04 00:00:00,constructor_standings
3223,303,31,45.0,1,4,1978-06-04 00:00:00,constructor_standings
3224,303,20,2.0,11,0,1978-06-04 00:00:00,constructor_standings
3225,303,53,0.0,18,0,1978-06-04 00:00:00,constructor_standings
3226,303,3,0.0,15,0,1978-06-04 00:00:00,constructor_standings
3227,303,58,0.0,17,0,1978-06-04 00:00:00,constructor_standings
3228,303,55,0.0,16,0,1978-06-04 00:00:00,constructor_standings
3229,303,63,0.0,14,0,1978-06-04 00:00:00,constructor_standings
3230,303,62,0.0,19,0,1978-06-04 00:00:00,constructor_standings
3231,303,33,22.0,4,0,1978-06-04 00:00:00,constructor_standings
3232,304,2,3.0,11,0,1978-06-17 00:00:00,constructor_standings
3233,304,54,7.0,7,0,1978-06-17 00:00:00,constructor_standings
3234,304,57,7.0,8,0,1978-06-17 00:00:00,constructor_standings
3235,304,5,22.0,4,2,1978-06-17 00:00:00,constructor_standings
3236,304,56,4.0,10,0,1978-06-17 00:00:00,constructor_standings
3237,304,26,10.0,5,0,1978-06-17 00:00:00,constructor_standings
3238,304,61,0.0,13,0,1978-06-17 00:00:00,constructor_standings
3239,304,52,0.0,12,0,1978-06-17 00:00:00,constructor_standings
3240,304,0,7.0,9,0,1978-06-17 00:00:00,constructor_standings
3241,304,20,8.0,6,0,1978-06-17 00:00:00,constructor_standings
3242,304,33,31.0,2,1,1978-06-17 00:00:00,constructor_standings
3243,304,31,49.0,1,4,1978-06-17 00:00:00,constructor_standings
3244,304,53,0.0,18,0,1978-06-17 00:00:00,constructor_standings
3245,304,3,0.0,15,0,1978-06-17 00:00:00,constructor_standings
3246,304,58,0.0,17,0,1978-06-17 00:00:00,constructor_standings
3247,304,55,0.0,16,0,1978-06-17 00:00:00,constructor_standings
3248,304,63,0.0,14,0,1978-06-17 00:00:00,constructor_standings
3249,304,62,0.0,19,0,1978-06-17 00:00:00,constructor_standings
3250,304,24,25.0,3,1,1978-06-17 00:00:00,constructor_standings
3251,305,5,22.0,4,2,1978-07-02 00:00:00,constructor_standings
3252,305,54,7.0,9,0,1978-07-02 00:00:00,constructor_standings
3253,305,57,8.0,8,0,1978-07-02 00:00:00,constructor_standings
3254,305,2,5.0,10,0,1978-07-02 00:00:00,constructor_standings
3255,305,56,4.0,11,0,1978-07-02 00:00:00,constructor_standings
3256,305,26,10.0,6,0,1978-07-02 00:00:00,constructor_standings
3257,305,0,11.0,5,0,1978-07-02 00:00:00,constructor_standings
3258,305,52,0.0,12,0,1978-07-02 00:00:00,constructor_standings
3259,305,24,25.0,3,1,1978-07-02 00:00:00,constructor_standings
3260,305,61,0.0,13,0,1978-07-02 00:00:00,constructor_standings
3261,305,31,58.0,1,5,1978-07-02 00:00:00,constructor_standings
3262,305,20,8.0,7,0,1978-07-02 00:00:00,constructor_standings
3263,305,53,0.0,18,0,1978-07-02 00:00:00,constructor_standings
3264,305,3,0.0,15,0,1978-07-02 00:00:00,constructor_standings
3265,305,58,0.0,17,0,1978-07-02 00:00:00,constructor_standings
3266,305,55,0.0,16,0,1978-07-02 00:00:00,constructor_standings
3267,305,63,0.0,14,0,1978-07-02 00:00:00,constructor_standings
3268,305,62,0.0,19,0,1978-07-02 00:00:00,constructor_standings
3269,305,33,34.0,2,1,1978-07-02 00:00:00,constructor_standings
3270,306,5,31.0,3,3,1978-07-16 00:00:00,constructor_standings
3271,306,54,7.0,9,0,1978-07-16 00:00:00,constructor_standings
3272,306,57,8.0,8,0,1978-07-16 00:00:00,constructor_standings
3273,306,2,5.0,11,0,1978-07-16 00:00:00,constructor_standings
3274,306,56,6.0,10,0,1978-07-16 00:00:00,constructor_standings
3275,306,26,10.0,6,0,1978-07-16 00:00:00,constructor_standings
3276,306,61,0.0,13,0,1978-07-16 00:00:00,constructor_standings
3277,306,52,0.0,12,0,1978-07-16 00:00:00,constructor_standings
3278,306,0,12.0,5,0,1978-07-16 00:00:00,constructor_standings
3279,306,31,58.0,1,5,1978-07-16 00:00:00,constructor_standings
3280,306,33,40.0,2,1,1978-07-16 00:00:00,constructor_standings
3281,306,20,8.0,7,0,1978-07-16 00:00:00,constructor_standings
3282,306,53,0.0,18,0,1978-07-16 00:00:00,constructor_standings
3283,306,3,0.0,15,0,1978-07-16 00:00:00,constructor_standings
3284,306,58,0.0,17,0,1978-07-16 00:00:00,constructor_standings
3285,306,55,0.0,16,0,1978-07-16 00:00:00,constructor_standings
3286,306,63,0.0,14,0,1978-07-16 00:00:00,constructor_standings
3287,306,62,0.0,19,0,1978-07-16 00:00:00,constructor_standings
3288,306,24,28.0,4,1,1978-07-16 00:00:00,constructor_standings
3289,307,52,0.0,12,0,1978-07-30 00:00:00,constructor_standings
3290,307,2,5.0,11,0,1978-07-30 00:00:00,constructor_standings
3291,307,61,0.0,13,0,1978-07-30 00:00:00,constructor_standings
3292,307,26,14.0,6,0,1978-07-30 00:00:00,constructor_standings
3293,307,56,6.0,10,0,1978-07-30 00:00:00,constructor_standings
3294,307,57,14.0,5,0,1978-07-30 00:00:00,constructor_standings
3295,307,24,30.0,4,1,1978-07-30 00:00:00,constructor_standings
3296,307,3,0.0,15,0,1978-07-30 00:00:00,constructor_standings
3297,307,53,0.0,18,0,1978-07-30 00:00:00,constructor_standings
3298,307,33,40.0,2,1,1978-07-30 00:00:00,constructor_standings
3299,307,58,0.0,17,0,1978-07-30 00:00:00,constructor_standings
3300,307,31,67.0,1,6,1978-07-30 00:00:00,constructor_standings
3301,307,55,0.0,16,0,1978-07-30 00:00:00,constructor_standings
3302,307,20,8.0,9,0,1978-07-30 00:00:00,constructor_standings
3303,307,62,0.0,19,0,1978-07-30 00:00:00,constructor_standings
3304,307,5,31.0,3,3,1978-07-30 00:00:00,constructor_standings
3305,307,54,10.0,8,0,1978-07-30 00:00:00,constructor_standings
3306,307,0,12.0,7,0,1978-07-30 00:00:00,constructor_standings
3307,307,63,0.0,14,0,1978-07-30 00:00:00,constructor_standings
3308,308,63,0.0,14,0,1978-08-13 00:00:00,constructor_standings
3309,308,55,0.0,16,0,1978-08-13 00:00:00,constructor_standings
3310,308,58,0.0,17,0,1978-08-13 00:00:00,constructor_standings
3311,308,3,0.0,15,0,1978-08-13 00:00:00,constructor_standings
3312,308,53,0.0,18,0,1978-08-13 00:00:00,constructor_standings
3313,308,20,8.0,9,0,1978-08-13 00:00:00,constructor_standings
3314,308,31,76.0,1,7,1978-08-13 00:00:00,constructor_standings
3315,308,33,40.0,2,1,1978-08-13 00:00:00,constructor_standings
3316,308,5,35.0,4,3,1978-08-13 00:00:00,constructor_standings
3317,308,0,12.0,8,0,1978-08-13 00:00:00,constructor_standings
3318,308,54,13.0,7,0,1978-08-13 00:00:00,constructor_standings
3319,308,57,14.0,6,0,1978-08-13 00:00:00,constructor_standings
3320,308,62,0.0,19,0,1978-08-13 00:00:00,constructor_standings
3321,308,56,6.0,10,0,1978-08-13 00:00:00,constructor_standings
3322,308,26,16.0,5,0,1978-08-13 00:00:00,constructor_standings
3323,308,61,1.0,12,0,1978-08-13 00:00:00,constructor_standings
3324,308,2,5.0,11,0,1978-08-13 00:00:00,constructor_standings
3325,308,24,36.0,3,1,1978-08-13 00:00:00,constructor_standings
3326,308,52,0.0,13,0,1978-08-13 00:00:00,constructor_standings
3327,309,52,0.0,13,0,1978-08-27 00:00:00,constructor_standings
3328,309,63,0.0,14,0,1978-08-27 00:00:00,constructor_standings
3329,309,55,0.0,16,0,1978-08-27 00:00:00,constructor_standings
3330,309,58,0.0,17,0,1978-08-27 00:00:00,constructor_standings
3331,309,62,0.0,19,0,1978-08-27 00:00:00,constructor_standings
3332,309,20,8.0,9,0,1978-08-27 00:00:00,constructor_standings
3333,309,0,12.0,8,0,1978-08-27 00:00:00,constructor_standings
3334,309,33,44.0,2,1,1978-08-27 00:00:00,constructor_standings
3335,309,31,85.0,1,8,1978-08-27 00:00:00,constructor_standings
3336,309,2,5.0,11,0,1978-08-27 00:00:00,constructor_standings
3337,309,61,1.0,12,0,1978-08-27 00:00:00,constructor_standings
3338,309,26,16.0,5,0,1978-08-27 00:00:00,constructor_standings
3339,309,56,6.0,10,0,1978-08-27 00:00:00,constructor_standings
3340,309,53,0.0,18,0,1978-08-27 00:00:00,constructor_standings
3341,309,54,15.0,6,0,1978-08-27 00:00:00,constructor_standings
3342,309,5,36.0,3,3,1978-08-27 00:00:00,constructor_standings
3343,309,3,0.0,15,0,1978-08-27 00:00:00,constructor_standings
3344,309,24,36.0,4,1,1978-08-27 00:00:00,constructor_standings
3345,309,57,14.0,7,0,1978-08-27 00:00:00,constructor_standings
3346,310,2,5.0,11,0,1978-09-10 00:00:00,constructor_standings
3347,310,26,19.0,5,0,1978-09-10 00:00:00,constructor_standings
3348,310,56,6.0,10,0,1978-09-10 00:00:00,constructor_standings
3349,310,52,0.0,13,0,1978-09-10 00:00:00,constructor_standings
3350,310,57,14.0,7,0,1978-09-10 00:00:00,constructor_standings
3351,310,54,15.0,6,0,1978-09-10 00:00:00,constructor_standings
3352,310,5,40.0,3,3,1978-09-10 00:00:00,constructor_standings
3353,310,0,14.0,8,0,1978-09-10 00:00:00,constructor_standings
3354,310,33,53.0,2,2,1978-09-10 00:00:00,constructor_standings
3355,310,31,86.0,1,8,1978-09-10 00:00:00,constructor_standings
3356,310,20,8.0,9,0,1978-09-10 00:00:00,constructor_standings
3357,310,53,0.0,18,0,1978-09-10 00:00:00,constructor_standings
3358,310,58,0.0,17,0,1978-09-10 00:00:00,constructor_standings
3359,310,55,0.0,15,0,1978-09-10 00:00:00,constructor_standings
3360,310,63,0.0,14,0,1978-09-10 00:00:00,constructor_standings
3361,310,62,0.0,19,0,1978-09-10 00:00:00,constructor_standings
3362,310,24,36.0,4,1,1978-09-10 00:00:00,constructor_standings
3363,310,3,0.0,16,0,1978-09-10 00:00:00,constructor_standings
3364,310,61,1.0,12,0,1978-09-10 00:00:00,constructor_standings
3365,311,53,0.0,18,0,1978-10-01 00:00:00,constructor_standings
3366,311,3,3.0,12,0,1978-10-01 00:00:00,constructor_standings
3367,311,2,11.0,9,0,1978-10-01 00:00:00,constructor_standings
3368,311,61,1.0,13,0,1978-10-01 00:00:00,constructor_standings
3369,311,26,19.0,5,0,1978-10-01 00:00:00,constructor_standings
3370,311,62,0.0,19,0,1978-10-01 00:00:00,constructor_standings
3371,311,63,0.0,16,0,1978-10-01 00:00:00,constructor_standings
3372,311,55,0.0,15,0,1978-10-01 00:00:00,constructor_standings
3373,311,58,0.0,17,0,1978-10-01 00:00:00,constructor_standings
3374,311,52,0.0,14,0,1978-10-01 00:00:00,constructor_standings
3375,311,56,6.0,11,0,1978-10-01 00:00:00,constructor_standings
3376,311,54,17.0,7,0,1978-10-01 00:00:00,constructor_standings
3377,311,5,49.0,3,4,1978-10-01 00:00:00,constructor_standings
3378,311,0,15.0,8,0,1978-10-01 00:00:00,constructor_standings
3379,311,24,36.0,4,1,1978-10-01 00:00:00,constructor_standings
3380,311,33,53.0,2,2,1978-10-01 00:00:00,constructor_standings
3381,311,31,86.0,1,8,1978-10-01 00:00:00,constructor_standings
3382,311,20,8.0,10,0,1978-10-01 00:00:00,constructor_standings
3383,311,57,18.0,6,0,1978-10-01 00:00:00,constructor_standings
3384,312,55,1.0,14,0,1978-10-08 00:00:00,constructor_standings
3385,312,2,11.0,9,0,1978-10-08 00:00:00,constructor_standings
3386,312,62,0.0,19,0,1978-10-08 00:00:00,constructor_standings
3387,312,58,0.0,17,0,1978-10-08 00:00:00,constructor_standings
3388,312,63,0.0,16,0,1978-10-08 00:00:00,constructor_standings
3389,312,53,0.0,18,0,1978-10-08 00:00:00,constructor_standings
3390,312,26,19.0,6,0,1978-10-08 00:00:00,constructor_standings
3391,312,3,3.0,12,0,1978-10-08 00:00:00,constructor_standings
3392,312,56,6.0,11,0,1978-10-08 00:00:00,constructor_standings
3393,312,57,24.0,5,0,1978-10-08 00:00:00,constructor_standings
